class,x0,y0,z0,v0,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32
shoot,0.3451770842075348,0.23113632202148438,-0.134532630443573,0.9994168281555176,0.34386110305786133,0.2154918909072876,-0.12173473834991455,0.9986531734466553,0.3436514735221863,0.2147255837917328,-0.12173578888177872,0.998316764831543,0.34331026673316956,0.2139679491519928,-0.12176428735256195,0.9984219074249268,0.34153953194618225,0.21572214365005493,-0.1481427103281021,0.9993520379066467,0.3397926092147827,0.2151348888874054,-0.14817772805690765,0.9993842840194702,0.3378852307796478,0.21455460786819458,-0.14826299250125885,0.9995415210723877,0.33505403995513916,0.2145812213420868,-0.05058857426047325,0.9954439401626587,0.3279540240764618,0.21522900462150574,-0.1691134124994278,0.9995318651199341,0.34184741973876953,0.24000278115272522,-0.10513056069612503,0.9960263967514038,0.3393518626689911,0.23985299468040466,-0.1396806687116623,0.9990189075469971,0.32439368963241577,0.26938432455062866,0.0643005445599556,0.9924539923667908,0.29905465245246887,0.27928435802459717,-0.2023833841085434,0.9998899698257446,0.3263856768608093,0.3501524329185486,0.2092614769935608,0.05263376608490944,0.284103125333786,0.3699886202812195,-0.2199672907590866,0.9964725375175476,0.3460170030593872,0.3416312336921692,0.25525781512260437,0.14319437742233276,0.32292890548706055,0.3625730574131012,-0.2067854255437851,0.9940359592437744,0.3512956500053406,0.3523079454898834,0.26699283719062805,0.16153886914253235,0.3362261950969696,0.3682767152786255,-0.2275829315185547,0.9877391457557678,0.35386714339256287,0.34534499049186707,0.249295175075531,0.1680164784193039,0.3387053310871124,0.3538762331008911,-0.2294006645679474,0.9867951273918152,0.35151439905166626,0.3335646092891693,0.24753259122371674,0.17662198841571808,0.33388325572013855,0.3499903082847595,-0.20488695800304413,0.9737308025360107,0.3073626160621643,0.4610133767127991,0.07969322800636292,0.9983615279197693,0.2851226031780243,0.46893295645713806,-0.07965412735939026,0.9985160231590271,0.3549700379371643,0.5451493859291077,0.09158948808908463,0.9065822958946228,0.27804920077323914,0.5940054655075073,-0.042411480098962784,0.9908225536346436,0.35068950057029724,0.6760396361351013,0.16223959624767303,0.9600818753242493,0.2525303065776825,0.716697633266449,0.050474490970373154,0.992293119430542,0.3412024676799774,0.7027825713157654,0.16544093191623688,0.9331821799278259,0.24085980653762817,0.7350366115570068,0.055752452462911606,0.9477182030677795,0.38265371322631836,0.6955236792564392,0.11783463507890701,0.9674003720283508,0.2734687030315399,0.758757472038269,-0.021877748891711235,0.9856079816818237
shoot,0.35278478264808655,0.22871412336826324,-0.09533384442329407,0.9993917346000671,0.3510599136352539,0.21348324418067932,-0.0846453383564949,0.998651921749115,0.35065439343452454,0.21262668073177338,-0.08469205349683762,0.9983500838279724,0.35009002685546875,0.21171598136425018,-0.08470621705055237,0.99843829870224,0.3489866554737091,0.21375615894794464,-0.11263488233089447,0.9993053078651428,0.34718745946884155,0.21314547955989838,-0.112696073949337,0.9993342757225037,0.34517616033554077,0.21247144043445587,-0.11276540160179138,0.9994916915893555,0.3407939672470093,0.2116846740245819,-0.0235100369900465,0.9954948425292969,0.3344869017601013,0.21289631724357605,-0.14794921875,0.999504566192627,0.3488292992115021,0.2377537190914154,-0.06954292207956314,0.996196985244751,0.3464130163192749,0.2377508133649826,-0.10568071901798248,0.9990441799163818,0.32746946811676025,0.26807188987731934,0.0687444731593132,0.9929001331329346,0.30709704756736755,0.27820318937301636,-0.1866803914308548,0.9998912215232849,0.32294443249702454,0.3531801998615265,0.10736972838640213,0.051837120205163956,0.2891404330730438,0.3667248785495758,-0.17840825021266937,0.9956701397895813,0.3417278230190277,0.3719436526298523,0.02160184271633625,0.13667979836463928,0.322949081659317,0.36724182963371277,-0.11219927668571472,0.9919153451919556,0.3481432795524597,0.38210856914520264,0.006961629260331392,0.15629111230373383,0.336091548204422,0.3715904653072357,-0.12582515180110931,0.9849349856376648,0.34922224283218384,0.37200185656547546,-0.008320898748934269,0.16279777884483337,0.33834972977638245,0.35797974467277527,-0.12915167212486267,0.9838359951972961,0.34630605578422546,0.3678729832172394,0.010149333626031876,0.17120657861232758,0.3334692120552063,0.3534972071647644,-0.10987727344036102,0.9693772792816162,0.3104177713394165,0.455075740814209,0.07941780239343643,0.9981987476348877,0.28765007853507996,0.46150410175323486,-0.07936248928308487,0.998444676399231,0.35656148195266724,0.5407159328460693,0.09073285013437271,0.9086236953735352,0.2870412766933441,0.5880717635154724,-0.05716395378112793,0.9910115599632263,0.355887234210968,0.6696451902389526,0.16023175418376923,0.9604318141937256,0.2561563551425934,0.7138656973838806,0.020801909267902374,0.9923772811889648,0.34971705079078674,0.6967231035232544,0.16320917010307312,0.9340692162513733,0.2450268566608429,0.7327739596366882,0.02429673820734024,0.9483690857887268,0.39071953296661377,0.694907009601593,0.118143230676651,0.9675700664520264,0.2770450711250305,0.7573996186256409,-0.054593540728092194,0.9856864213943481
shoot,0.36247068643569946,0.22878322005271912,-0.07870984822511673,0.9991103410720825,0.36096876859664917,0.21352259814739227,-0.06905003637075424,0.9980299472808838,0.360361784696579,0.2126423865556717,-0.06909427791833878,0.997833251953125,0.3596057891845703,0.21167592704296112,-0.06910082697868347,0.9978815913200378,0.35971298813819885,0.21379157900810242,-0.0972423404455185,0.9987456798553467,0.3583291471004486,0.21315555274486542,-0.09728541225194931,0.9987965226173401,0.3567235767841339,0.2124284952878952,-0.09736765176057816,0.9989949464797974,0.3498828709125519,0.2107095569372177,-0.015746796503663063,0.9937024712562561,0.34585005044937134,0.21183903515338898,-0.14194712042808533,0.999061644077301,0.35747674107551575,0.23765337467193604,-0.05559246242046356,0.9954190850257874,0.35594406723976135,0.23765170574188232,-0.0922873467206955,0.9987536072731018,0.32965585589408875,0.26650312542915344,0.07434096187353134,0.9932758212089539,0.3198540508747101,0.2749418020248413,-0.18930117785930634,0.9998942613601685,0.314198762178421,0.35471928119659424,0.12626369297504425,0.05020275339484215,0.2969522774219513,0.3652549386024475,-0.19408656656742096,0.9949874877929688,0.3370131850242615,0.40112000703811646,0.07480178028345108,0.12762707471847534,0.3333664834499359,0.37678176164627075,-0.15998047590255737,0.9901888966560364,0.3438611626625061,0.4156329333782196,0.06989654898643494,0.1472770720720291,0.3470231592655182,0.3864962160587311,-0.17855726182460785,0.9828805923461914,0.3456575274467468,0.4032568633556366,0.05164199694991112,0.15343338251113892,0.3517668545246124,0.3742222785949707,-0.17883294820785522,0.9816668033599854,0.3438171148300171,0.4039776027202606,0.06357363611459732,0.16184428334236145,0.3463852107524872,0.3678043484687805,-0.15729562938213348,0.9656053781509399,0.3123498260974884,0.45045995712280273,0.0814923569560051,0.9981434941291809,0.29566410183906555,0.4550178349018097,-0.08145589381456375,0.9984328150749207,0.35942915081977844,0.5376033782958984,0.09342345595359802,0.9061233401298523,0.2993079125881195,0.5847008228302002,-0.06993351876735687,0.9912829995155334,0.36630865931510925,0.6690381169319153,0.1594436913728714,0.9601622223854065,0.2629823088645935,0.7083510160446167,0.011448945850133896,0.9926177859306335,0.36113789677619934,0.6972062587738037,0.16201378405094147,0.9346728324890137,0.25131747126579285,0.7283592224121094,0.015687840059399605,0.9501298666000366,0.3974073529243469,0.6954266428947449,0.12151334434747696,0.9674577116966248,0.28916868567466736,0.7513300180435181,-0.056259576231241226,0.9860920310020447
shoot,0.3713327646255493,0.22882629930973053,-0.08518882095813751,0.9989075064659119,0.36975765228271484,0.21356981992721558,-0.07547792792320251,0.9975670576095581,0.3690558671951294,0.21266786754131317,-0.07551445066928864,0.9975358843803406,0.3682335615158081,0.2116924524307251,-0.0755108967423439,0.9975038766860962,0.3686269223690033,0.2138557732105255,-0.10371436178684235,0.9982545375823975,0.36729753017425537,0.21321573853492737,-0.10375597327947617,0.9983865022659302,0.36584582924842834,0.21247944235801697,-0.10383021831512451,0.9985308647155762,0.3585524559020996,0.21083799004554749,-0.021409934386610985,0.9926003813743591,0.3557561933994293,0.21186751127243042,-0.14758582413196564,0.9986011981964111,0.36553531885147095,0.23772045969963074,-0.06190365180373192,0.9948755502700806,0.3643069863319397,0.2377137690782547,-0.09878408908843994,0.9985098838806152,0.33539631962776184,0.2658204436302185,0.07288624346256256,0.9937252402305603,0.3288607895374298,0.2748851776123047,-0.19495104253292084,0.9998999834060669,0.31484222412109375,0.3552483916282654,0.11437349766492844,0.0482945516705513,0.3081326484680176,0.36540457606315613,-0.21616226434707642,0.9945448637008667,0.329723984003067,0.42451661825180054,0.06360717117786407,0.1181810274720192,0.34627071022987366,0.3869219422340393,-0.18532481789588928,0.9881678223609924,0.33477699756622314,0.444877564907074,0.059087418019771576,0.13749895989894867,0.3592725694179535,0.40001851320266724,-0.20764276385307312,0.980593740940094,0.33738094568252563,0.44169092178344727,0.041215259581804276,0.1430925577878952,0.36402955651283264,0.3896333575248718,-0.2044338881969452,0.9792799353599548,0.335004597902298,0.43414098024368286,0.05283326283097267,0.15134906768798828,0.3592689335346222,0.38270071148872375,-0.18222670257091522,0.9609805941581726,0.31533095240592957,0.44861599802970886,0.08442208915948868,0.9980664253234863,0.30202949047088623,0.4519972503185272,-0.08439477533102036,0.9984869956970215,0.3624785840511322,0.5378308296203613,0.12248710542917252,0.9055635333061218,0.3072050213813782,0.5825662612915039,-0.09900990128517151,0.9918990731239319,0.36479678750038147,0.6640059947967529,0.20747479796409607,0.9613280892372131,0.26980116963386536,0.7077887654304504,-0.055479004979133606,0.9931052923202515,0.35911834239959717,0.695935070514679,0.21193517744541168,0.9368197917938232,0.25925639271736145,0.7286526560783386,-0.05572664737701416,0.9529012441635132,0.4008064866065979,0.6954090595245361,0.17864130437374115,0.9685077667236328,0.2982898950576782,0.7511493563652039,-0.13266721367835999,0.9869462251663208
shoot,0.3753398656845093,0.232661634683609,-0.07226591557264328,0.998751163482666,0.37362590432167053,0.21828532218933105,-0.06288161128759384,0.9971169829368591,0.373090922832489,0.21742907166481018,-0.06291891634464264,0.9972366690635681,0.37242966890335083,0.21645082533359528,-0.0629177987575531,0.9971593618392944,0.3718333840370178,0.2184208631515503,-0.09063338488340378,0.9978090524673462,0.3701207935810089,0.21776770055294037,-0.09067046642303467,0.9980409741401672,0.36813923716545105,0.21696120500564575,-0.09074417501688004,0.9981288313865662,0.36252662539482117,0.21559211611747742,-0.0101012559607625,0.9918712973594666,0.35757359862327576,0.21730107069015503,-0.13472656905651093,0.9981604218482971,0.3698849081993103,0.2420218586921692,-0.04918912798166275,0.9945436120033264,0.3679945170879364,0.24194638431072235,-0.08551840484142303,0.9983052611351013,0.34174537658691406,0.268209844827652,0.07933566719293594,0.9940724968910217,0.3333069980144501,0.2750183939933777,-0.18923862278461456,0.9999047517776489,0.3161945343017578,0.358675092458725,0.13065506517887115,0.047292500734329224,0.3186172544956207,0.3649604916572571,-0.2300199717283249,0.9946407675743103,0.3208528757095337,0.4370920956134796,0.09286598116159439,0.10969363152980804,0.3584524691104889,0.3872765600681305,-0.23739038407802582,0.9878516793251038,0.3228801488876343,0.45984774827957153,0.0919671505689621,0.12858141958713531,0.37213021516799927,0.39973798394203186,-0.2637441158294678,0.9804179072380066,0.32596126198768616,0.4580361843109131,0.07364547997713089,0.13359227776527405,0.3753649592399597,0.3895600438117981,-0.25862792134284973,0.9790893793106079,0.32455652952194214,0.44878634810447693,0.0826876163482666,0.14166894555091858,0.370962917804718,0.3830038607120514,-0.23433837294578552,0.9601361751556396,0.320259690284729,0.4496539533138275,0.0847528949379921,0.9979749321937561,0.3060706555843353,0.4539346396923065,-0.08473144471645355,0.9985023140907288,0.3642579913139343,0.5415416359901428,0.12027378380298615,0.9055777788162231,0.30932968854904175,0.5829904675483704,-0.11183574050664902,0.9924322962760925,0.36255642771720886,0.6696081161499023,0.2033114731311798,0.9616492986679077,0.27122822403907776,0.7079119682312012,-0.07506339251995087,0.9935092329978943,0.3559522032737732,0.7013365626335144,0.20833082497119904,0.9376769065856934,0.2593528926372528,0.7317501306533813,-0.07599840313196182,0.9552756547927856,0.39759892225265503,0.699931263923645,0.1513911932706833,0.9689640402793884,0.3011084794998169,0.7515442967414856,-0.15178163349628448,0.9876688718795776
shoot,0.3800041973590851,0.23838673532009125,-0.04389817267656326,0.9988592267036438,0.3780260384082794,0.2250722497701645,-0.034233078360557556,0.9973688125610352,0.3772754371166229,0.22436784207820892,-0.034271590411663055,0.9974809288978577,0.3763989210128784,0.22349737584590912,-0.034271545708179474,0.9974096417427063,0.37678948044776917,0.22498850524425507,-0.06118329241871834,0.9979928135871887,0.3751986622810364,0.22431756556034088,-0.061200398951768875,0.99820476770401,0.3733350336551666,0.2234671264886856,-0.06123441830277443,0.9982762932777405,0.3653680086135864,0.223226860165596,0.0161887276917696,0.9926300644874573,0.3626200556755066,0.22440209984779358,-0.10642193257808685,0.9982984662055969,0.37400418519973755,0.2481408566236496,-0.021814243867993355,0.9950283765792847,0.37255826592445374,0.24821926653385162,-0.05768297240138054,0.9984379410743713,0.3384556472301483,0.28031396865844727,0.09376421570777893,0.9945838451385498,0.34313932061195374,0.2774208188056946,-0.16312582790851593,0.9999100565910339,0.3067275285720825,0.3582879900932312,0.13365550339221954,0.0865272656083107,0.32378265261650085,0.3568756878376007,-0.25312894582748413,0.9946126341819763,0.29775917530059814,0.4244718849658966,0.11268287152051926,0.13420936465263367,0.3713624179363251,0.3860865831375122,-0.3221510350704193,0.9876737594604492,0.28851258754730225,0.4435645639896393,0.11517869681119919,0.14982444047927856,0.3847901523113251,0.39827677607536316,-0.35552069544792175,0.9805058836936951,0.29407888650894165,0.44377321004867554,0.0978720560669899,0.1539626568555832,0.3898354172706604,0.389638751745224,-0.3408818244934082,0.9791055917739868,0.29676690697669983,0.4381371736526489,0.10425183176994324,0.15908131003379822,0.3849615156650543,0.3843451738357544,-0.31708016991615295,0.959785521030426,0.3197564482688904,0.4586942493915558,0.08467406779527664,0.9981062412261963,0.3156796395778656,0.4604063630104065,-0.08469822257757187,0.998597264289856,0.3660365045070648,0.5462486147880554,0.10180675983428955,0.9063170552253723,0.3134762644767761,0.5836949944496155,-0.09511502087116241,0.9929601550102234,0.3519836366176605,0.670238733291626,0.17267808318138123,0.9598287343978882,0.2734471261501312,0.7107025384902954,-0.039478059858083725,0.9938545227050781,0.34336331486701965,0.7016348242759705,0.17696146667003632,0.9363033771514893,0.2607986629009247,0.7343083620071411,-0.03773310407996178,0.9577332735061646,0.38305869698524475,0.7064570784568787,0.1431579738855362,0.9687839150428772,0.30431830883026123,0.7516584992408752,-0.10217228531837463,0.9883862137794495
shoot,0.3838736414909363,0.2430558055639267,-0.011835768818855286,0.9989417791366577,0.3818366229534149,0.23011641204357147,-0.005029790569096804,0.9975605607032776,0.38073602318763733,0.2292240411043167,-0.00505556957796216,0.997675359249115,0.3795913755893707,0.22812339663505554,-0.005068360827863216,0.9976075887680054,0.3816145956516266,0.2298204004764557,-0.03289667144417763,0.998120129108429,0.3804197311401367,0.2288993000984192,-0.03290899842977524,0.9983161091804504,0.3791533410549164,0.22784516215324402,-0.03295278921723366,0.9983565807342529,0.3690011203289032,0.2270040363073349,0.032382410019636154,0.9932439923286438,0.368988037109375,0.2283494621515274,-0.09460620582103729,0.9983579516410828,0.3772503137588501,0.25209590792655945,0.0054096016101539135,0.9954089522361755,0.37674278020858765,0.25204703211784363,-0.031836893409490585,0.9985315799713135,0.337004154920578,0.28518038988113403,0.09860886633396149,0.9950388073921204,0.349782258272171,0.2805832028388977,-0.15572692453861237,0.9999141693115234,0.2962436079978943,0.3665825426578522,0.14097541570663452,0.14559149742126465,0.3382122814655304,0.3532443344593048,-0.25022804737091064,0.9948156476020813,0.295524537563324,0.4237656593322754,0.12966734170913696,0.17309756577014923,0.38618555665016174,0.3852422833442688,-0.25599396228790283,0.9877603650093079,0.28922638297080994,0.4446241557598114,0.13208895921707153,0.18070025742053986,0.39743033051490784,0.3967113494873047,-0.28133925795555115,0.9806628227233887,0.292183518409729,0.44372859597206116,0.11502393335103989,0.18415823578834534,0.4012726843357086,0.3894428014755249,-0.2740369737148285,0.9792622923851013,0.29470354318618774,0.43802475929260254,0.12102077901363373,0.1859237253665924,0.397314190864563,0.3846808969974518,-0.2516322433948517,0.9593976140022278,0.3245735466480255,0.46238452196121216,0.08523014932870865,0.9981576800346375,0.31835928559303284,0.46137285232543945,-0.08530987054109573,0.9986798167228699,0.3664378821849823,0.5510451197624207,0.10946405678987503,0.910179078578949,0.3229748010635376,0.5839568376541138,-0.13148939609527588,0.9935327172279358,0.34457406401634216,0.6697773933410645,0.19605810940265656,0.9609484672546387,0.27804094552993774,0.7109110951423645,-0.10432663559913635,0.9943011999130249,0.3384176194667816,0.7005173563957214,0.2015351802110672,0.9376744627952576,0.26490136981010437,0.7338092923164368,-0.1050056517124176,0.9601501226425171,0.37131747603416443,0.7068707942962646,0.17549170553684235,0.969842255115509,0.30890166759490967,0.7515971064567566,-0.1697915941476822,0.9892569184303284
shoot,0.38871636986732483,0.24430598318576813,-0.00159228325355798,0.9990299344062805,0.3863711357116699,0.23159007728099823,0.005301948171108961,0.9977694153785706,0.3853127658367157,0.2308414727449417,0.005272144917398691,0.9978769421577454,0.38420259952545166,0.22991636395454407,0.005247697699815035,0.9978179931640625,0.38614240288734436,0.23144425451755524,-0.021513430401682854,0.9982718229293823,0.38496506214141846,0.23074336349964142,-0.02152126654982567,0.9984505772590637,0.38372114300727844,0.22992941737174988,-0.02155083790421486,0.9984753727912903,0.37347131967544556,0.2297261506319046,0.043344028294086456,0.9938772320747375,0.37287670373916626,0.2315778136253357,-0.07856743037700653,0.9984724521636963,0.38237664103507996,0.25379079580307007,0.015659229829907417,0.9957992434501648,0.38192418217658997,0.25394153594970703,-0.020010175183415413,0.9986319541931152,0.3376118540763855,0.28453201055526733,0.10986106842756271,0.9955109357833862,0.35342568159103394,0.2824091613292694,-0.14359967410564423,0.9999171495437622,0.30174535512924194,0.35509783029556274,0.1598261147737503,0.20568157732486725,0.3419966697692871,0.350721538066864,-0.2513144612312317,0.9944269061088562,0.3008635938167572,0.4195574223995209,0.17402763664722443,0.21453142166137695,0.38328638672828674,0.3841245174407959,-0.31996214389801025,0.9873121380805969,0.29638198018074036,0.44097042083740234,0.18028537929058075,0.21420028805732727,0.3929242491722107,0.3967408537864685,-0.34939077496528625,0.9804266691207886,0.2986740171909332,0.4413822293281555,0.16433767974376678,0.21721021831035614,0.3962922990322113,0.3908149302005768,-0.3361479640007019,0.9790550470352173,0.3009999990463257,0.433566689491272,0.16723281145095825,0.21514849364757538,0.39368200302124023,0.3860401213169098,-0.31504809856414795,0.9586653113365173,0.3267468512058258,0.4620944857597351,0.0861504077911377,0.9982944130897522,0.3197634816169739,0.4611801505088806,-0.08625046163797379,0.9987629055976868,0.3633447587490082,0.5652609467506409,0.08017304539680481,0.9086843132972717,0.34305569529533386,0.5793043375015259,-0.1375006139278412,0.9938535690307617,0.32903602719306946,0.6754494905471802,0.15561726689338684,0.958896815776825,0.29176464676856995,0.6961094737052917,-0.0892794132232666,0.9944781064987183,0.3216496407985687,0.6997619271278381,0.15999384224414825,0.9351151585578918,0.27321186661720276,0.7107075452804565,-0.08593274652957916,0.9615820050239563,0.35501259565353394,0.719360888004303,0.13737516105175018,0.9689634442329407,0.3079405426979065,0.7509936690330505,-0.1345660239458084,0.9898387789726257
shoot,0.3909393548965454,0.2515964210033417,0.035016052424907684,0.9990493655204773,0.3888077139854431,0.23910629749298096,0.04260315001010895,0.9978243112564087,0.3877955377101898,0.2381904274225235,0.04257693514227867,0.9979433417320251,0.38669830560684204,0.2370925396680832,0.0425870455801487,0.9979140758514404,0.3884657025337219,0.23920314013957977,0.016999276354908943,0.9983001351356506,0.3872523903846741,0.2385159581899643,0.01698034629225731,0.99848872423172,0.38594236969947815,0.23773345351219177,0.01690385304391384,0.9985037446022034,0.37636682391166687,0.2369213104248047,0.08097995072603226,0.994257926940918,0.3751157224178314,0.2392495572566986,-0.03464913368225098,0.9984954595565796,0.3846191465854645,0.260804146528244,0.052089739590883255,0.995746374130249,0.3839484453201294,0.26124683022499084,0.0182641614228487,0.9984999895095825,0.3431228995323181,0.2870372235774994,0.1512642204761505,0.9958813190460205,0.3577794134616852,0.2841489911079407,-0.10962546616792679,0.9999216198921204,0.3066197633743286,0.358397901058197,0.17914247512817383,0.20588023960590363,0.3400815725326538,0.3421393632888794,-0.23166319727897644,0.9924941062927246,0.30663934350013733,0.41940388083457947,0.17046178877353668,0.2026618868112564,0.37127289175987244,0.39002087712287903,-0.3084341585636139,0.9837839603424072,0.30507081747055054,0.4358637034893036,0.17786140739917755,0.20242953300476074,0.38194575905799866,0.4075855016708374,-0.3380991220474243,0.9771491885185242,0.3027653694152832,0.43589890003204346,0.16122765839099884,0.20505014061927795,0.38535770773887634,0.4034130275249481,-0.31783220171928406,0.9754014611244202,0.30376675724983215,0.42912182211875916,0.16273553669452667,0.20349062979221344,0.3819917142391205,0.3972833454608917,-0.30101579427719116,0.9525085091590881,0.32569620013237,0.4599856436252594,0.08678268641233444,0.9984033107757568,0.3255859911441803,0.4617713689804077,-0.08686757832765579,0.9988208413124084,0.3543383479118347,0.5658857822418213,0.07256601750850677,0.8655886054039001,0.3605564534664154,0.5799263715744019,-0.11971168965101242,0.9936767220497131,0.31856879591941833,0.6753140091896057,0.1062062680721283,0.9400535821914673,0.3107456862926483,0.6785163283348083,-0.06420246511697769,0.9932234883308411,0.3057534396648407,0.6939951181411743,0.10586608201265335,0.9183815717697144,0.2941887676715851,0.6864505410194397,-0.059321917593479156,0.9601699709892273,0.3407066762447357,0.7239581346511841,0.0780029445886612,0.9578129649162292,0.31943178176879883,0.7357598543167114,-0.08559949696063995,0.9889498353004456
shoot,0.39155152440071106,0.2712689936161041,0.03195326030254364,0.9990213513374329,0.3897489607334137,0.2576626241207123,0.039487045258283615,0.9978436827659607,0.3886699676513672,0.25661513209342957,0.039453744888305664,0.9979645609855652,0.387572318315506,0.2553832530975342,0.03945137560367584,0.9979786276817322,0.3898698687553406,0.25791266560554504,0.014633807353675365,0.9982993602752686,0.38891083002090454,0.25725027918815613,0.014630182646214962,0.9984950423240662,0.3879075348377228,0.25649067759513855,0.01457379199564457,0.9985056519508362,0.3774817883968353,0.2531917989253998,0.07557833939790726,0.9946081042289734,0.37838855385780334,0.25553038716316223,-0.03647476062178612,0.9984913468360901,0.3846268355846405,0.2803618609905243,0.04809253290295601,0.9955527186393738,0.38462749123573303,0.2796363830566406,0.01531490683555603,0.9982672929763794,0.34112870693206787,0.30096372961997986,0.14611175656318665,0.9961937069892883,0.36056992411613464,0.2974357008934021,-0.10815509408712387,0.9999234080314636,0.3078289031982422,0.3607589602470398,0.18886177241802216,0.1993335485458374,0.34439313411712646,0.34493258595466614,-0.21012718975543976,0.9912492632865906,0.31051501631736755,0.4227275252342224,0.19475683569908142,0.19003716111183167,0.3685380816459656,0.41492342948913574,-0.2771844267845154,0.9804155826568604,0.30951815843582153,0.43791264295578003,0.2064870297908783,0.18988896906375885,0.36974334716796875,0.4362991750240326,-0.3038002848625183,0.97309410572052,0.30731385946273804,0.4392299950122833,0.18870161473751068,0.19221916794776917,0.37374362349510193,0.43473267555236816,-0.3092171847820282,0.9710795283317566,0.3079566955566406,0.43322181701660156,0.18693651258945465,0.19117778539657593,0.37310895323753357,0.42728227376937866,-0.27222105860710144,0.9455698132514954,0.32539254426956177,0.47061386704444885,0.08467588573694229,0.998540997505188,0.32867228984832764,0.4654266834259033,-0.08474089950323105,0.9989032745361328,0.341005802154541,0.5834275484085083,0.05896647274494171,0.8529436588287354,0.3704735338687897,0.5728197693824768,-0.07717599719762802,0.9939780831336975,0.3149830400943756,0.6888482570648193,0.08734536916017532,0.9359403848648071,0.3240824043750763,0.6681450009346008,-0.027863888069987297,0.9932403564453125,0.3050089180469513,0.7036672234535217,0.08687076717615128,0.9141855835914612,0.31256189942359924,0.6774848699569702,-0.022572888061404228,0.9615805745124817,0.3322148025035858,0.7363512516021729,0.055728744715452194,0.955826997756958,0.3332863748073578,0.7275964021682739,-0.033998630940914154,0.9893120527267456
